bandwidth,load,latency,packet_loss,distance,buffer_size,past_qos_score,delay,throughput,delivery_ratio,best_server
12.968822569928733,7.2509679700400245,76.00703640858862,1.785685905190582,73.91065020223722,1385.7290261035314,93.53077406229073,72.74633374279139,11840.860731796754,95.18931491117068,1
16.213475410739754,67.83254554894042,91.66012396431805,1.2438359984942524,95.76409414847134,739.5296357139908,45.56475060280887,106.31352264608402,5230.198324488709,77.60150642339941,1
17.303284556060156,56.961693073108584,179.09724069158165,0.3665950692452977,23.561929289503137,649.8371308440036,44.78751861541765,177.13883305806817,7442.678607847662,79.35081192319645,3
3.6863486283576035,39.1509897581883,247.48560415278286,5.119998078832743,56.13802463368998,1400.7670768807618,90.57111521138857,304.63658456541145,2134.125040850676,72.01461611088885,1
18.333677999940598,46.296666732865894,73.57123995953259,1.9730200615518676,56.575445282151925,599.209056193577,75.07515941341242,76.70024488193219,9621.304044160144,81.6271983493672,3
19.924366914681887,52.620291058922334,243.05881062726834,6.8862376178759845,2.1366211723391437,1469.37145678437,80.90262214159449,297.2272702880481,8751.703306261328,64.70018560215568,1
18.296242867224,83.34667128530901,81.6267499476719,5.111595958928041,61.28805093237906,390.39461024430614,85.75064800450907,84.34404820009786,2869.920998915335,59.3391517288154,1
2.170242315323636,48.73914169849524,26.611004432412066,6.0848173220578525,76.81760850139179,343.9437825495493,68.51694268592388,57.496193915210064,1007.4573922453642,67.81678290988538,1
9.042951636332829,51.58182569320316,39.04100700838377,1.797578696252459,34.47047065259808,1217.7865650687434,53.80688395579462,52.310610007847366,4318.579757832045,76.84219807432007,2
9.717085013079986,75.6157481861678,203.79927946399442,1.5232793148950217,10.59615060865351,918.9972465721173,65.41471738119525,224.1508003423253,2254.2676942249386,71.9839108564933,3
8.726691976770882,30.069063020024643,69.95354749170411,7.3861247942081025,44.86994376029224,1736.563299047478,73.01951874699088,118.50109084262466,5711.369301755894,75.58067834866051,3
5.671459634356963,75.56635417537125,119.20200816139439,3.3840598879213033,95.77444644510764,1991.3031100361563,73.3460994043371,140.68734723237446,1333.1316347915026,64.6453423156158,3
3.569938194819924,91.47010129470053,29.22675165774085,1.4865996878457857,59.908475538552736,1382.9038518477712,54.11223370005587,90.01729928442701,371.88773412786804,65.88931179686647,3
13.59795934771944,31.9997371818886,85.88252710524498,6.014915939315217,8.181768334822575,970.7424929753137,99.90726645126654,99.26875945287588,8709.968349087641,74.26743145479716,1
12.427716431656027,93.85097572683539,166.95431625057583,0.06258485721726359,81.89330937643071,668.819629179958,79.80332289796465,202.4025566099543,753.6525115845367,69.62811775500677,3
16.999022409249683,13.306862094146009,111.65818541529433,2.2134417917780134,1.3510232196904477,1565.1265237372916,78.22680263808277,92.5480005422523,14404.62148175823,94.94968763591211,2
3.387828818565912,16.470096735392488,83.98200398323209,7.19185190994072,79.81610818391613,1735.3349058017152,93.93547819158847,107.38352396457836,2663.0308426226884,80.70008134493315,2
0.9833340570146801,71.29080245795738,89.72451230714287,7.446527088386604,80.42127875477675,1741.7216539130309,88.64495899446334,155.28401972151195,252.0119944263846,62.86969462468264,1
0.9614564766783047,22.38168094949378,88.78286828744956,6.914823536242291,96.72202130078776,630.3374861715557,78.48890431645766,97.2348717927845,777.7194169396557,68.3351318830172,2
12.321072639469794,51.02807537025303,102.44690400273453,4.612704347972796,26.217528107719613,1446.6920392849242,40.10147669311777,110.05248502915555,5811.042794161433,69.77726718318112,2
14.535208128772029,32.02900413901378,84.22831893007678,3.2671432689537347,40.83763831871474,661.7448847992994,47.63726794354919,59.918637996611714,9613.848819951676,78.29942377730987,2
9.122116086443745,24.233126089019027,123.5646846182383,7.209446606626034,79.80645125255124,422.413652776304,45.0877322035073,123.85511534353833,6342.802062624031,73.48695399529124,3
17.06988504518227,11.55454062661122,109.46584263945265,5.03812304590171,20.249088437231222,1423.0730759319595,69.66263014062622,94.71038598482404,14409.904260190628,88.55243033976514,3
9.401005596668364,77.1274941550038,170.21865582072473,7.903139624531584,59.949779528472554,1905.0752560419962,93.48555554862622,223.46140580818684,1919.7548575590486,51.423898261673195,3
15.433366843794726,51.91698315451839,160.4196248756275,2.1967795753403063,8.670852032608845,642.8834866399898,56.30290642493108,158.13992343453882,7314.25003838634,78.60634758534515,3
11.88954857698239,67.59706878481713,215.6156877529442,6.124756608944556,38.65772186384345,111.20255880958683,61.10552816030948,261.4535095724045,3618.741595150723,56.27780479867671,1
7.054526102118458,66.12276965255148,107.0360005930329,1.3203578496280706,47.2716247739987,342.4928148342053,77.33541765844387,143.4077667831623,2366.762057104085,74.0117031408482,1
15.164191559318304,79.87318566397454,70.54516762777135,0.6552498620931404,2.918945417951058,1124.896191052814,99.99446971055255,80.44700259135972,2989.490782638402,75.25563953940261,3
11.497406847635373,24.616808681585326,177.8715930990762,6.135184786849926,17.611125193412423,1253.7702383927701,84.87553911731715,204.68337432820638,8196.330471100406,77.85631497301016,1
2.4870754561965422,74.52327964561016,214.07037738131112,4.803292918534753,12.984451441664197,1969.3042678778754,86.95812078166118,267.16953285863593,572.864182140328,65.74993408406867,1
14.2925185522685,44.19384305069094,186.11087296321406,7.723789849904621,27.73815724235268,1635.5785157328362,72.29037438689534,200.50834417087208,7365.582673147076,65.67716161903795,2
17.093580308092953,21.36558714419226,60.90876404313736,6.382658854624772,34.69354547326408,1772.6079615406284,82.0710250199321,40.79917591723604,12582.34195095273,77.344215014854,1
2.3145403358160976,24.943676042527713,176.02891727084844,2.449648241040707,58.57400294790435,999.194928643097,71.85531586874606,183.5798568023094,1731.9964312410527,83.28940563994354,2
9.94187245064782,70.21265009837464,244.38568549193363,4.197094952868863,29.016871624220546,290.99960537250246,51.647054685464404,296.6386979654012,2841.5607831568605,67.97095455225133,1
17.518034832471425,56.6657797663699,122.65526678332245,3.523750385088082,19.25200336861809,197.6157626487979,96.46381580608619,108.12015205428648,7336.764490605238,71.34670821681378,2
15.919446181946679,25.311842335853115,135.41740843125228,3.604115719110034,44.829379397913506,1734.3166650697422,99.40187562800787,132.77062669002078,11437.663417894126,86.48111236029044,2
0.5521765907562718,45.54533341559321,152.51468682869518,2.330074312248221,23.916147221046558,1443.2160767701632,82.17925348562304,169.06390143772532,315.3977696113791,83.68339739827111,2
3.7354943898041313,32.68506313528093,189.7498532967096,4.553656394552739,29.572448242278334,336.27195053194566,81.32067947272563,210.7583405718565,2362.904842257103,70.90191307624335,3
16.801192971170536,56.76791982979374,238.18870667352456,7.996579335019611,67.55587684602068,612.0709493374025,42.41390038867697,278.2638218040795,6626.333319008898,57.21188912835246,2
6.931171439789825,67.43063065850893,79.17227088674937,7.561548316505685,81.54303743905929,1145.1835570463875,67.28955451610376,101.0198664036784,2069.316050211028,61.0555746539462,3
15.250641504083687,61.28678679305081,192.39772865464408,1.628465906802191,55.372744269447836,1862.5782456044506,66.28696570434269,202.71788383062207,5783.760000430674,79.552125816269,2
16.726791888493572,49.853795423647576,181.98479823802987,4.070976120556094,28.069064774614144,1685.9754965957193,98.81467795620253,188.7812428531077,8048.876505818598,76.99955147289799,3
10.400884678288302,78.84945258670206,77.8813559878784,2.3884467981741375,59.10683451900195,1997.9144331357436,69.37842079934205,113.5343560969861,2197.287844609885,65.60662818613686,2
15.02175045552132,68.47050929225023,204.73813661557045,3.0886300199278587,66.70519411896893,1659.4203482481546,98.84908831958711,238.72204781687543,4576.267541729712,69.47910400211192,1
13.26823586534081,18.892509689439397,122.67774423633567,7.753629044593738,34.51756217109174,1416.1387373150758,78.99019915475635,139.73477135721015,9848.646741091728,76.17889466882045,2
